Id,Pilot,Gender,Nat,SS,ES,Time,km/h,Distance,Dist.,Time.1,Score,Task,Unnamed: 2,Altitude,Adj.,GliderClass,Row,Flight Num,Date,Site,Launch Time,Flight Time,OLC Speed,Start Height,Height Over Start,Max Height,Landing Height,Height Gain,Height Difference,Min Vario,Max Vario,Max Gforce,OLC points,OLC km,ID,Glider,GPS,Start Time (UTC),UTC Correction,Landing Time,IGC File name,Flight Duration (hr),Made Goal,cumulative_score
48.0,Chandler Papas,,USA,12:00:00,,,,17.21,129.4,,129.0,4,M,404.0,18.82,C,116,116,10.08.2022,,13:21:06,01:34:35,0.0,86,1635,1721,142,4984,-56,-6.2,6.2,0,58.21,38.8,NKN,Gin Camino,"Naviter,Oudie N",18:21:06,-05:00:00,19:55:41,Chandler Papas 2022-08-10-XNA-150644-04.igc,1.6,False,1869.0
21.0,Josh Mcveigh,,USA,12:00:00,,,,11.36,123.3,,123.0,4,M,1642.0,17.93,C,118,118,10.08.2022,,13:35:05,01:19:17,0.0,120,2033,2153,136,3358,-16,-6.0,142.0,0,54.67,36.4,,Air Design Volt 4,"Flyskyhy,7.3.2",18:35:05,-05:00:00,19:54:22,Josh McVeigh 2022-08-10-XFH-000-01.IGC,1.3,False,1473.0
20.0,Chris Lee,,USA,12:00:00,,,,11.01,114.8,,115.0,4,M,1419.0,16.69,D,114,114,10.08.2022,Hearne,13:15:09,01:37:18,0.0,85,2088,2173,123,4600,-38,-5.8,5.6,0,51.26,34.2,,ADVANCE Omega XAlps 3,motorola moto g(7) power 10 FW:0.9.7.6,18:15:09,-05:00:00,19:52:27,Chris Lee 2022-08-10-XCT-CLE-02.igc,1.6,False,2140.0
49.0,Dustin Pachura,,USA,12:00:00,,,,11.09,110.5,,111.0,4,M,1245.0,16.07,C,119,119,10.08.2022,,13:38:27,01:25:59,0.0,89,1887,1976,140,4589,-51,-7.6,7.0,0,69.0,46.0,NKN,NKN,"Flymaster,LIVESD,B311",18:38:27,-05:00:00,20:04:26,Dustin Pachura 220810183814.igc,1.4,False,1633.0
19.0,Bob Blount,,USA,,,,,8.0,55,,55.0,4,M,-88.0,8,C,120,120,10.08.2022,,13:54:20,01:42:18,0.0,92,2220,2312,143,5145,-51,-4.8,6.2,0,56.06,37.4,,Default,"Oudie 4 Full,Y",18:54:20,-05:00:00,20:36:38,Bob Blount 2022-08-10-XCM-EDQ-01.igc,1.7,False,571.0
46.0,Todd Peele,,USA,12:00:00,,,,5.82,40,,40.0,4,M,0.0,5.82,B,106,106,10.08.2022,,12:27:19,01:16:51,0.0,87,1582,1669,103,3634,-16,-4.0,5.0,0,39.49,22.6,,Ozone Rush 6,"Flyskyhy,7.3.2",17:27:19,-05:00:00,18:44:10,Todd Peele 2022-08-10-XFH-000-01.IGC,1.3,False,273.0
43.0,Emily Petersen,,USA,12:00:00,,,,5.0,34.4,,34.0,4,F,0.0,5,B,105,105,10.08.2022,,12:26:19,00:55:46,0.0,87,1460,1547,108,2337,-21,-4.6,5.4,0,15.76,10.5,,,"Flyskyhy,7.3.2",17:26:19,-05:00:00,18:22:05,Emily Petersen 2022-08-10-XFH-000-01.IGC,0.9,False,212.0
42.0,Corbin Petersen,,USA,,,,,5.0,34.4,,34.0,4,M,0.0,5,B,123,123,10.08.2022,,14:06:24,00:48:42,0.0,84,1694,1778,115,2434,-31,-38.4,38.4,0,25.11,16.7,,,"Flyskyhy,7.3.2",19:06:24,-05:00:00,19:55:06,Corbin Petersen 2022-08-10-XFH-000-02.IGC,0.8,False,347.0
41.0,Brandon Brantley,,USA,,,,,5.0,34.4,,34.0,4,M,0.0,5,B,121,121,10.08.2022,,13:55:29,01:01:22,0.0,1777,99,1876,91,1907,1686,-7.0,5.0,0,26.61,17.7,,Gin Calypso S,"Flyskyhy,7.3.2",18:55:29,-05:00:00,19:56:51,Brandon Brantley 2022-08-10-XFH-000-01.IGC,1.0,False,424.0
27.0,David Siljeg,,CRO,,,,,5.0,34.4,,34.0,4,M,0.0,5,C,122,122,10.08.2022,Hearne,14:02:02,00:49:43,0.0,87,1737,1824,105,2810,-18,-35.2,5.6,0,22.5,15.0,,OZONE Delta 4,samsung SM-G998U1 12 FW:0.9.8.1-beta,19:02:02,-05:00:00,19:51:45,David Siljeg 2501207.igc,0.8,False,1457.0
12.0,Valter Castilho,,USA,,,,,5.0,34.4,,34.0,4,M,0.0,5,C,125,125,10.08.2022,,14:36:23,01:03:42,0.0,85,1428,1513,87,2819,-2,-5.6,4.4,0,15.97,10.6,NKN,NKN,"Flymaster,LiveSD,B301",19:36:23,-05:00:00,20:40:05,Valter Castilho 2022-08-10 19_36_09.igc,1.1,False,1255.0
14.0,Roxanne Lopez,,USA,12:00:00,,,,5.0,34.4,,34.0,4,F,0.0,5,B,102,102,10.08.2022,,12:12:10,00:40:47,0.0,84,837,921,104,1379,-20,-4.4,4.4,0,14.84,9.9,NKN,Nova Ion 4,"Naviter,Oudie N",17:12:10,-05:00:00,17:52:57,Roxanne Lopez 2022-08-10-XNA-150045-06.igc,0.7,False,397.0
25.0,Andria Lea,,USA,,,,,5.0,34.4,,34.0,4,F,0.0,5,C,126,126,10.08.2022,,14:41:34,00:11:56,0.0,84,503,587,89,514,-5,-3.6,4.8,0,6.96,4.0,,Triple Seven Rook 3,"Flyskyhy,7.3.2",19:41:34,-05:00:00,19:53:30,Andria Lea 2022-08-10-XFH-000-02.IGC,0.2,False,579.0
3.0,Robert Simpson,,USA,,,,,5.0,34.4,,34.0,4,M,0.0,5,B,124,124,10.08.2022,,14:22:35,00:07:13,0.0,84,345,429,88,330,-4,-3.0,5.6,0,6.73,3.8,,Ozone Rush 4,"Flyskyhy,7.3.2",19:22:35,-05:00:00,19:29:48,Robert Simpson 2022-08-10-XFH-000-02.IGC,0.1,False,868.0
34.0,Christopher Dunlap,,USA,,,,,5.0,34.4,,34.0,4,M,0.0,5,B,117,117,10.08.2022,,13:29:18,00:31:39,0.0,76,1385,1461,87,1453,-11,-5.8,4.8,0,16.05,9.2,NKN,NKN,"Flymaster,NAVSD,B302",18:29:18,-05:00:00,19:00:57,Chris Dunlap 220810182906.igc,0.5,False,350.0
7.0,Lindsey Ripa,,USA,,,,,5.0,34.4,,34.0,4,F,0.0,5,C,98,98,10.08.2022,,11:55:10,00:25:51,0.0,91,1145,1236,94,1237,-3,-3.6,4.2,0,8.71,5.8,,Ozone Delta 4,"Flyskyhy,7.3.2",16:55:10,-05:00:00,17:21:01,Lindsey Ripa 2022-08-10-XFH-000-01.IGC,0.4,False,498.0
23.0,Andrew Dahl,,USA,12:48:39,16:57:01,04:08:22,19.3,81.9,592.9,145.9,739.0,5,M,,,D,140,140,11.08.2022,,12:13:28,04:57:28,0.0,80,2087,2167,87,13221,-7,-5.0,4.8,0,163.0,93.1,NKN,NKN,"Flymaster,DS",17:13:28,-05:00:00,22:10:56,Andrew Dahl 2022-08-11_17_13_16.igc,5.0,True,3151.0
40.0,Tyler Burns,,USA,12:50:23,17:03:09,04:12:46,19.0,81.9,592.9,130,723.0,5,M,,,D,139,139,11.08.2022,,12:10:45,04:57:21,0.0,82,2044,2126,78,14834,4,-4.8,6.2,0,161.52,92.3,,Ozone Zeolite GT,"Flyskyhy,7.3.2",17:10:45,-05:00:00,22:08:06,Tyler Burns 2022-08-11-XFH-000-01.IGC,5.0,True,3499.0
20.0,Chris Lee,,USA,12:32:07,,,,71.97,521,,521.0,5,M,,,D,132,132,11.08.2022,?,11:35:36,06:21:39,0.0,81,2194,2275,85,15846,-4,-5.0,5.4,0,131.93,75.4,,ADVANCE Omega XAlps 3,motorola moto g(7) power 10 FW:0.9.7.6,16:35:36,-05:00:00,22:57:15,Chris Lee 2022-08-11-XCT-CLE-01.igc,6.4,False,2661.0
13.0,Ben Parker,,USA,12:30:58,,,,69.0,499.5,,500.0,5,M,,,C,136,136,11.08.2022,Unknown,11:51:06,05:44:17,0.0,84,2155,2239,163,14572,-79,-4.8,5.0,0,115.62,77.1,,,FW:202206271341 HW:2.1,16:51:06,-05:00:00,22:35:23,Ben Parker 2022-08-11_11.51_Unknown.igc,5.7,False,1723.0
49.0,Dustin Pachura,,USA,12:31:43,,,,66.53,481.6,,482.0,5,M,,,C,133,133,11.08.2022,,11:44:56,03:59:47,0.0,84,2037,2121,96,10803,-12,-5.6,5.8,0,108.11,72.1,NKN,NKN,"Flymaster,LIVESD,B311",16:44:56,-05:00:00,20:44:43,Dustin Pachura 220811164439.igc,4.0,False,2115.0
37.0,Gokcen Buyukbas,,USA,14:12:01,,,,62.12,449.7,,450.0,5,F,,,C,151,151,11.08.2022,,13:30:30,03:44:00,0.0,89,2256,2345,139,10815,-50,-5.2,5.0,0,96.1,64.1,,Ozone Alpina 4,"Flyskyhy,7.3.2",18:30:30,-05:00:00,22:14:30,Gokcen Buyukbas2022-08-11-XFH-000-01.IGC,3.7,False,1806.0
48.0,Chandler Papas,,USA,12:50:27,,,,61.98,448.7,,449.0,5,M,,,C,142,142,11.08.2022,,12:21:37,04:54:24,0.0,80,2163,2243,136,13170,-56,-5.0,6.2,0,116.66,77.8,NKN,Gin Camino,"Naviter,Oudie N",17:21:37,-05:00:00,22:16:01,Chandler Papas 2022-08-11-XNA-150644-02.igc,4.9,False,2318.0
30.0,Max Montgomery,,USA,11:57:14,,,,58.03,420.1,,420.0,5,M,,,D,130,130,11.08.2022,?,11:23:08,04:35:58,0.0,80,2104,2184,122,12032,-42,-5.8,6.6,0,106.05,70.7,,OZONE Zeno,Google Pixel 6 12 FW:0.9.7.6,16:23:08,-05:00:00,20:59:06,Max Montgomery 2022-08-11-XCT-MMO-01.igc,4.6,False,2187.0
21.0,Josh Mcveigh,,USA,12:49:10,,,,57.46,416,,416.0,5,M,,,C,143,143,11.08.2022,,12:24:47,04:02:55,0.0,93,1920,2013,175,11022,-82,-5.4,5.2,0,99.31,66.2,,Air Design Volt 4,"Flyskyhy,7.3.2",17:24:47,-05:00:00,21:27:42,Josh McVeigh 2022-08-11-XFH-000-01.IGC,4.0,False,1889.0
9.0,Austin Kasserman,,USA,14:11:49,,,,57.45,415.9,,416.0,5,M,,,D,152,152,11.08.2022,,13:41:01,02:30:11,0.0,79,2040,2119,203,7900,-124,-4.2,7.0,0,93.52,62.3,,Zeno2 Ozone,"Flyskyhy,7.3.2",18:41:01,-05:00:00,21:11:12,Austin Kasserman 2022-08-11-XFH-000-03.IGC,2.5,False,3579.0
27.0,David Siljeg,,CRO,12:31:52,,,,53.9,390.2,,390.0,5,M,,,C,138,138,11.08.2022,?,11:58:27,04:02:51,0.0,93,2034,2127,237,11784,-144,-6.4,7.8,0,90.42,60.3,,OZONE Delta 4,samsung SM-G998U1 12 FW:0.9.8.1-beta,16:58:27,-05:00:00,21:01:18,David Siljeg 2501445.igc,4.0,False,1847.0
15.0,Robin Hamilton,,USA,13:32:50,,,,51.07,369.7,,370.0,5,M,,,B,149,149,11.08.2022,,13:06:02,03:06:20,0.0,83,1871,1954,115,8342,-32,-3.8,5.0,0,90.19,60.1,not set,not set,"FLYTEC,6030",18:06:02,-05:00:00,21:12:22,Robin Hamilton 28BB2151.IGC,3.1,False,1036.0
10.0,Moacir Thiele,,USA,14:14:50,,,,48.24,349.3,,349.0,5,M,,,C,154,154,11.08.2022,,13:51:25,02:09:58,0.0,79,1982,2061,115,6084,-36,-5.8,4.4,0,77.9,51.9,,777 QUEEN 2 Evo,"Flyskyhy,7.3.2",18:51:25,-05:00:00,21:01:23,Moacir Thiele 2022-08-11-XFH-000-02.IGC,2.2,False,2078.0
18.0,Rick Fullmer,,USA,14:44:48,,,,46.92,339.7,,340.0,5,M,,,C,156,156,11.08.2022,,14:23:22,02:31:35,0.0,233,2226,2459,116,6062,117,-4.4,4.8,0,77.33,51.6,NKN,NKN,"Flymaster,NAVSD,B312",19:23:22,-05:00:00,21:54:57,Rick Fullmer 220811192322.igc,2.5,False,2117.0
45.0,Thomas Mccormick,,USA,12:32:15,,,,43.4,314.2,,314.0,5,M,,,C,127,127,11.08.2022,,11:00:44,00:01:04,0.0,52,1853,1905,87,7976,-35,-0.6,0.6,0,1.65,1.1,NKN,NKN,"Flymaster,DS",16:00:44,-05:00:00,16:01:48,Tom McCormick 2022-08-11_15_59_04.igc,0.0,False,2226.0
35.0,David Prentice,,USA,13:11:38,,,,42.33,306.5,,307.0,5,M,,,C,147,147,11.08.2022,,12:51:22,02:00:19,0.0,85,1706,1791,136,5735,-51,-5.0,4.8,0,74.1,49.4,,Default,Oudie 4 HW:1.0,17:51:22,-05:00:00,19:51:41,David Prentice 2022-08-11-XCM-I1S-01.igc,2.0,False,2376.0
3.0,Robert Simpson,,USA,14:14:31,,,,42.18,305.4,,305.0,5,M,,,B,153,153,11.08.2022,,13:45:47,01:56:08,0.0,82,1657,1739,153,5885,-71,-4.6,5.6,0,72.67,48.4,,Ozone Rush 4,"Flyskyhy,7.3.2",18:45:47,-05:00:00,20:41:55,Robert Simpson 2022-08-11-XFH-000-02.IGC,1.9,False,1173.0
44.0,Felix Figueroa,,USA,13:11:43,,,,33.95,245.8,,246.0,5,M,,,D,144,144,11.08.2022,?,12:28:27,01:55:34,0.0,81,1727,1808,141,5248,-60,-4.2,6.2,0,63.56,42.4,,GIN GLIDERS Puma,samsung SM-G973U 12 FW:0.9.8.1-beta,17:28:27,-05:00:00,19:24:01,Felix Figueroa 2022-08-11-XCT-FFI-01.igc,1.9,False,2017.0
42.0,Corbin Petersen,,USA,14:37:19,,,,19.66,142.3,,142.0,5,M,,,B,155,155,11.08.2022,,14:05:09,01:25:28,0.0,83,1401,1484,132,3211,-49,-5.2,5.0,0,34.23,22.8,,,"Flyskyhy,7.3.2",19:05:09,-05:00:00,20:30:37,Corbin Lonestar 2022-08-11-XFH-000-03.IGC,1.4,False,489.0
12.0,Valter Castilho,,USA,11:57:26,,,,18.01,130.4,,130.0,5,M,,,C,131,131,11.08.2022,,11:24:49,01:41:52,0.0,82,1171,1253,125,3119,-43,-4.2,5.4,0,33.8,22.5,NKN,NKN,"Flymaster,LiveSD,B301",16:24:49,-05:00:00,18:06:41,Valter Castilho 2022-08-11 16_24_34.igc,1.7,False,1385.0
29.0,John Davis,,USA,12:32:52,,,,16.14,116.9,,117.0,5,M,,,B,137,137,11.08.2022,,11:56:38,01:22:08,0.0,85,1334,1419,122,3002,-37,-4.0,4.2,0,33.21,22.1,NKN,777 Knight,"Volirium, P1",16:56:38,-05:00:00,18:18:46,John Davis 2022-08-11-John-Davis-01.igc,1.4,False,579.0
7.0,Lindsey Ripa,,USA,12:38:50,,,,15.95,115.5,,116.0,5,F,,,C,134,134,11.08.2022,,11:46:08,01:32:17,0.0,84,1620,1704,121,3211,-37,-3.8,5.4,0,32.81,21.9,,Ozone Delta 4,"Flyskyhy,7.3.2",16:46:08,-05:00:00,18:18:25,Lindsey Ripa 2022-08-11-XFH-000-01.IGC,1.5,False,614.0
47.0,Zakey Faieq,,USA,12:38:06,,,,14.66,106.1,,106.0,5,M,,,B,128,128,11.08.2022,?,11:04:04,02:16:08,0.0,98,1636,1734,106,4335,-8,-4.6,4.6,0,33.97,22.6,,GIN GLIDERS Calypso,Google Pixel 6 12 FW:0.9.7.6,16:04:04,-05:00:00,18:20:12,Zakey Faieq 2022-08-11-XCT-ZFX-01.igc,2.3,False,1247.0
8.0,Shawn Scott,,USA,12:31:57,,,,14.39,104.2,,104.0,5,M,,,D,135,135,11.08.2022,,11:50:53,01:24:10,0.0,138,1238,1376,107,2750,31,-3.4,5.0,0,30.93,20.6,NKN,Gin Leopard,"Naviter,Oudie N",16:50:53,-05:00:00,18:15:03,shawn scott 2022-08-11-XNA-150094-01.igc,1.4,False,1449.0
46.0,Todd Peele,,USA,,,,,7.0,50.7,,51.0,5,M,,,B,146,146,11.08.2022,,12:48:09,00:17:37,0.0,79,877,956,75,842,4,-3.4,4.2,0,13.34,8.9,,Ozone Rush 6,"Flyskyhy,7.3.2",17:48:09,-05:00:00,18:05:46,Todd Peele 2022-08-11-XFH-000-01.IGC,0.3,False,324.0
14.0,Roxanne Lopez,,USA,,,,,7.0,50.7,,51.0,5,F,,,B,148,148,11.08.2022,,12:59:23,00:06:52,0.0,76,528,604,86,885,-10,-3.2,5.2,0,6.36,3.6,NKN,Nova Ion 4,"Naviter,Oudie N",17:59:23,-05:00:00,18:06:15,Roxanne Lopez 2022-08-11-XNA-150045-02.igc,0.1,False,448.0
4.0,Esau Diaz,,USA,12:46:56,,,,7.0,50.7,,51.0,5,M,,,C,129,129,11.08.2022,,11:12:22,02:00:41,0.0,86,1510,1596,98,4544,-12,-10.8,4.2,0,37.43,25.0,,Default,"Oudie 4 Full,R",16:12:22,-05:00:00,18:13:03,Esau Diaz 2022-08-11-XCM-KZS-01.igc,2.0,False,1004.0
43.0,Emily Petersen,,USA,12:55:38,,,,7.0,50.7,,51.0,5,F,,,B,141,141,11.08.2022,,12:15:37,00:53:43,0.0,81,1348,1429,84,1739,-3,-4.4,5.0,0,13.88,9.3,,,"Flyskyhy,7.3.2",17:15:37,-05:00:00,18:09:20,Emily Petersen 2022-08-11-XFH-000-01.IGC,0.9,False,263.0
34.0,Christopher Dunlap,,USA,,,,,7.0,50.7,,51.0,5,M,,,B,145,145,11.08.2022,,12:34:06,00:09:20,0.0,73,363,436,79,450,-6,-4.4,4.8,0,7.13,4.1,NKN,NKN,"Flymaster,NAVSD,B302",17:34:06,-05:00:00,17:43:26,Christopher Dunlap 220811173353.igc,0.2,False,401.0
25.0,Andria Lea,,USA,,,,,7.0,50.7,,51.0,5,F,,,C,150,150,11.08.2022,,13:13:29,00:18:03,0.0,86,458,544,100,724,-14,-4.2,4.4,0,8.96,5.1,,Triple Seven Rook 3,"Flyskyhy,7.3.2",18:13:29,-05:00:00,18:31:32,Andria Lea 2022-08-11-XFH-000-01.IGC,0.3,False,630.0
23.0,Andrew Dahl,,USA,15:02:04,16:46:34,01:44:30,48.9,87.14,425.9,523.8,950.0,6,M,,,D,188,188,12.08.2022,,14:46:28,02:12:37,0.0,82,1895,1977,160,6207,-78,-4.4,5.2,0,149.42,99.6,NKN,NKN,"Flymaster,DS",19:46:28,-05:00:00,21:59:05,Andrew Dahl 2022-08-12_19_46_15.igc,2.2,True,4101.0
15.0,Robin Hamilton,,USA,14:56:55,16:52:02,01:55:07,44.4,87.14,425.9,386.6,813.0,6,M,,,B,187,187,12.08.2022,,14:41:44,02:21:45,0.0,80,1849,1929,160,6962,-80,-3.7,5.3,0,152.53,101.7,not set,not set,"FLYTEC,6030",19:41:44,-05:00:00,22:03:29,Robin Hamilton 28CB2152.IGC,2.4,True,1849.0
9.0,Austin Kasserman,,USA,12:21:24,14:19:05,01:57:41,43.4,87.14,425.9,365.3,791.0,6,M,,,D,172,172,12.08.2022,,11:45:59,02:55:42,0.0,79,1858,1937,158,7494,-79,-3.8,5.2,0,154.57,103.0,,Zeno2 Ozone,"Flyskyhy,7.3.2",16:45:59,-05:00:00,19:41:41,Austin Kasserman 2022-08-12-XFH-000-01.IGC,2.9,True,4370.0
35.0,David Prentice,,USA,12:35:38,14:40:43,02:05:05,40.8,87.14,425.9,310.5,736.0,6,M,,,C,177,177,12.08.2022,,12:17:00,02:33:10,0.0,77,1790,1867,173,6627,-96,-10.2,6.0,0,149.85,99.9,,Default,Oudie 4 HW:1.0,17:17:00,-05:00:00,19:50:10,David Prentice 2022-08-12-XCM-I1S-01.igc,2.6,True,3112.0
49.0,Dustin Pachura,,USA,13:30:10,15:38:40,02:08:30,39.8,87.14,425.9,287.5,713.0,6,M,,,C,186,186,12.08.2022,,13:15:43,02:35:30,0.0,281,1568,1849,161,6650,120,-5.2,6.0,0,145.45,97.0,NKN,NKN,"Flymaster,LIVESD,B311",18:15:43,-05:00:00,20:51:13,Dustin Pachura 220812181543.igc,2.6,True,2828.0
40.0,Tyler Burns,,USA,12:23:13,14:33:17,02:10:04,39.3,87.14,425.9,277.3,703.0,6,M,,,D,175,175,12.08.2022,,12:04:25,02:45:15,0.0,78,1798,1876,132,8120,-54,-5.0,5.4,0,149.94,100.0,,Ozone Zeolite GT,"Flyskyhy,7.3.2",17:04:25,-05:00:00,19:49:40,Tyler Burns 2022-08-12-XFH-000-01.IGC,2.8,True,4202.0
20.0,Chris Lee,,USA,12:23:44,14:37:42,02:13:58,38.1,87.14,425.9,252.8,679.0,6,M,,,D,161,161,12.08.2022,?,11:17:18,03:32:46,0.0,79,1875,1954,161,8586,-82,-4.4,6.2,0,154.09,102.7,,ADVANCE Omega XAlps 3,motorola moto g(7) power 10 FW:0.9.7.6,16:17:18,-05:00:00,19:50:04,Chris Lee 2022-08-12-XCT-CLE-01.igc,3.5,True,3340.0
27.0,David Siljeg,,CRO,11:56:44,14:19:22,02:22:38,35.8,87.14,425.9,202,628.0,6,M,,,C,168,168,12.08.2022,?,11:35:40,02:57:15,0.0,88,1780,1868,165,8938,-77,-6.4,6.0,0,150.92,100.6,,OZONE Delta 4,samsung SM-G998U1 12 FW:0.9.8.1-beta,16:35:40,-05:00:00,19:32:55,David Siljeg 2501542.igc,3.0,True,2475.0
44.0,Felix Figueroa,,USA,11:57:07,14:24:36,02:27:29,34.6,87.14,425.9,175.3,601.0,6,M,,,D,164,165,12.08.2022,?,11:26:20,03:08:43,0.0,76,1780,1856,147,7537,-71,-5.0,5.2,0,146.98,98.0,,GIN GLIDERS Puma,samsung SM-G973U 12 FW:0.9.8.1-beta,16:26:20,-05:00:00,19:35:03,Felix Figueroa 2022-08-12-XCT-FFI-01.igc,3.1,True,2618.0
13.0,Ben Parker,,USA,12:17:52,14:47:03,02:29:11,34.2,87.14,425.9,166.1,592.0,6,M,,,C,174,174,12.08.2022,Unknown,12:02:38,02:54:08,0.0,83,1878,1961,210,8708,-127,-6.9,4.4,0,153.42,102.3,,,FW:202206271341 HW:2.1,17:02:38,-05:00:00,19:56:46,Ben Parker 2022-08-12_12.02_benparker.igc,2.9,True,2315.0
30.0,Max Montgomery,,USA,13:14:28,15:50:19,02:35:51,32.8,87.14,425.9,131.4,557.0,6,M,,,D,183,183,12.08.2022,?,12:56:02,03:08:57,0.0,84,1777,1861,1241,9040,-1157,-14.8,6.4,0,150.79,100.5,,OZONE Zeno,Google Pixel 6 12 FW:0.9.7.6,17:56:02,-05:00:00,21:04:59,Max Montgomery 2022-08-12-XCT-MMO-01.igc,3.1,True,2744.0
18.0,Rick Fullmer,,USA,11:57:01,14:33:04,02:36:03,32.7,87.14,425.9,130.4,556.0,6,M,,,C,166,166,12.08.2022,,11:28:42,03:18:01,0.0,81,1919,2000,141,8623,-60,-4.6,5.2,0,150.06,100.0,,Gin Explorer2,"Flyskyhy,7.3.2",16:28:42,-05:00:00,19:46:43,Rick Fullmer 2022-08-12-XFH-000-01.IGC,3.3,True,2673.0
12.0,Valter Castilho,,USA,11:58:56,14:36:32,02:37:36,32.4,87.14,425.9,122.5,548.0,6,M,,,C,169,169,12.08.2022,,11:35:55,03:18:23,0.0,77,1710,1787,151,9083,-74,-5.6,5.6,0,152.83,101.9,NKN,NKN,"Flymaster,LiveSD,B301",16:35:55,-05:00:00,19:54:18,Valter Castilho 2022-08-12 16_35_41.igc,3.3,True,1933.0
8.0,Shawn Scott,,USA,11:38:14,14:15:54,02:37:40,32.4,87.14,425.9,122.2,548.0,6,M,,,D,163,163,12.08.2022,,11:20:01,03:12:03,0.0,131,1896,2027,146,7737,-15,-5.0,6.8,0,153.13,102.1,NKN,Gin Leopard,"Naviter,Oudie N",16:20:01,-05:00:00,19:32:04,shawn scott 2022-08-12-XNA-150094-03.igc,3.2,True,1997.0
19.0,Bob Blount,,USA,11:48:23,14:26:58,02:38:35,32.2,87.14,425.9,117.6,544.0,6,M,,,C,165,164,12.08.2022,,11:26:48,03:32:43,0.0,76,1904,1980,149,9437,-73,-4.4,6.2,0,157.24,104.8,,Default,"Oudie 4 Full,Y",16:26:48,-05:00:00,19:59:31,Bob Blount 2022-08-12-BobBlount.igc,3.5,True,1115.0
10.0,Moacir Thiele,,USA,11:21:41,,,,46.59,227.7,,228.0,6,M,,,C,159,159,12.08.2022,,11:05:58,01:52:44,0.0,88,1648,1736,132,5113,-44,-5.2,5.4,0,81.69,54.5,,777 QUEEN 2 Evo,"Flyskyhy,7.3.2",16:05:58,-05:00:00,17:58:42,Moacir Thiele 2022-08-12-XFH-000-01.IGC,1.9,False,2306.0
25.0,Andria Lea,,USA,11:38:03,,,,29.53,144.3,,144.0,6,F,,,C,162,162,12.08.2022,,11:18:31,02:06:37,0.0,79,1400,1479,169,4124,-90,-4.4,6.0,0,61.15,40.8,,Triple Seven Rook 3,"Flyskyhy,7.3.2",16:18:31,-05:00:00,18:25:08,Andria Lea 2022-08-12-XFH-000-01.IGC,2.1,False,774.0
2.0,Jaime Vargas,,COL,12:46:31,,,,25.91,126.7,,127.0,6,M,,,B,179,179,12.08.2022,Hearne Municipal Airport-US,12:30:15,01:14:56,0.0,82,1265,1347,153,2919,-71,-5.0,8.0,0,49.63,33.1,,161Ozone Delta 3 WBWG,"FLYMASTER,LIVE",17:30:15,-05:00:00,18:45:11,Jaime Vargas Task6jvargas.igc,1.2,False,247.0
37.0,Gokcen Buyukbas,,USA,12:55:12,,,,25.78,126,,126.0,6,F,,,C,181,181,12.08.2022,,12:38:03,01:08:20,0.0,90,1315,1405,164,3288,-74,-4.4,6.6,0,50.06,33.4,,Ozone Alpina 4,"Flyskyhy,7.3.2",17:38:03,-05:00:00,18:46:23,Gokcen Buyukbas 2022-08-12-XFH-000-02.IGC,1.1,False,1932.0
29.0,John Davis,,USA,12:36:20,,,,24.38,119.2,,119.0,6,M,,,B,176,176,12.08.2022,,12:15:59,01:00:58,0.0,86,1470,1556,144,2783,-58,-4.0,5.8,0,48.46,32.3,NKN,777 Knight,"Volirium, P1",17:15:59,-05:00:00,18:16:57,John Davis 2022-08-12-John-Davis-01.igc,1.0,False,698.0
21.0,Josh Mcveigh,,USA,11:45:22,,,,14.86,72.6,,73.0,6,M,,,C,167,167,12.08.2022,,11:29:19,00:41:17,0.0,79,1421,1500,120,2114,-41,-4.6,5.2,0,34.23,22.8,,Air Design Volt 4,"Flyskyhy,7.3.2",16:29:19,-05:00:00,17:10:36,Josh McVeigh 2022-08-12-XFH-000-01.IGC,0.7,False,1962.0
3.0,Robert Simpson,,USA,12:47:20,,,,12.37,60.5,,61.0,6,M,,,B,180,180,12.08.2022,,12:30:29,00:35:06,0.0,78,1354,1432,129,1702,-51,-4.6,4.2,0,30.19,20.1,,Ozone Rush 4,"Flyskyhy,7.3.2",17:30:29,-05:00:00,18:05:35,Robert Simpson 2022-08-12-XFH-000-01.IGC,0.6,False,1234.0
42.0,Corbin Petersen,,USA,12:11:32,,,,11.52,56.3,,56.0,6,M,,,B,173,173,12.08.2022,,11:51:07,00:44:24,0.0,90,1221,1311,108,1783,-18,-4.4,6.4,0,28.72,19.1,,,"Flyskyhy,7.3.2",16:51:07,-05:00:00,17:35:31,Corbin Petersen 2022-08-12-XFH-000-01.IGC,0.7,False,545.0
22.0,Michael Bene,,USA,11:58:13,,,,10.62,51.9,,52.0,6,M,,,B,171,171,12.08.2022,,11:40:38,00:47:56,0.0,71,1204,1275,119,1865,-48,-3.4,7.4,0,26.22,17.5,,Default,"Oudie 4 Full,Y",16:40:38,-05:00:00,17:28:34,Michael Bene 2022-08-12-XCM-4YF-01.igc,0.8,False,336.0
4.0,Esau Diaz,,USA,11:35:44,,,,7.0,34.2,,34.0,6,M,,,C,160,160,12.08.2022,,11:14:37,00:32:45,0.0,71,1134,1205,113,1249,-42,-3.2,3.8,0,19.39,12.9,,Default,"Oudie 4 Full,R",16:14:37,-05:00:00,16:47:22,Esau Diaz 2022-08-12-XCM-KZS-02.igc,0.5,False,1038.0
